date,instrument,direction,outcome,R_result,iso_week,sample
2011-03-10,EURUSD,short,W,1,2011-W10,in_sample
2011-03-15,XAUUSD,short,W,1,2011-W11,in_sample
2011-03-15,XAUUSD,short,W,1,2011-W11,in_sample
2011-03-22,XAUUSD,short,L,-1,2011-W12,in_sample
2011-03-24,EURUSD,short,L,-1,2011-W12,in_sample
2011-03-25,EURUSD,short,W,1,2011-W12,in_sample
2011-03-25,EURUSD,short,W,1,2011-W12,in_sample
2011-03-25,EURUSD,short,W,1,2011-W12,in_sample
2011-03-30,EURUSD,short,L,-1,2011-W13,in_sample
2011-03-31,XAUUSD,long,W,1,2011-W13,in_sample
2011-04-05,EURUSD,long,AMBIG,,2011-W14,in_sample
2011-04-05,XAUUSD,long,L,-1,2011-W14,in_sample
2011-04-05,XAUUSD,long,W,1,2011-W14,in_sample
2011-04-12,XAUUSD,long,L,-1,2011-W15,in_sample
2011-04-29,XAUUSD,long,BE,0,2011-W17,in_sample
2011-05-04,EURUSD,short,W,1,2011-W18,in_sample
2011-05-04,XAUUSD,long,L,-1,2011-W18,in_sample
2011-05-10,XAUUSD,short,L,-1,2011-W19,in_sample
2011-05-11,EURUSD,short,L,-1,2011-W19,in_sample
2011-05-12,EURUSD,short,W,1,2011-W19,in_sample
2011-05-17,EURUSD,short,L,-1,2011-W20,in_sample
2011-05-17,XAUUSD,short,L,-1,2011-W20,in_sample
2011-05-17,XAUUSD,short,L,-1,2011-W20,in_sample
2011-05-17,XAUUSD,short,L,-1,2011-W20,in_sample
2011-05-19,XAUUSD,short,L,-1,2011-W20,in_sample
2011-05-24,XAUUSD,long,BE,0,2011-W21,in_sample
2011-05-25,EURUSD,short,W,1,2011-W21,in_sample
2011-05-27,XAUUSD,long,W,1,2011-W21,in_sample
2011-05-27,XAUUSD,long,W,1,2011-W21,in_sample
2011-05-27,XAUUSD,long,W,1,2011-W21,in_sample
2011-06-09,EURUSD,long,L,-1,2011-W23,in_sample
2011-06-16,XAUUSD,short,L,-1,2011-W24,in_sample
2011-06-24,EURUSD,short,W,1,2011-W25,in_sample
2011-06-27,EURUSD,short,L,-1,2011-W26,in_sample
2011-07-08,XAUUSD,long,AMBIG,,2011-W27,in_sample
2011-07-14,EURUSD,short,L,-1,2011-W28,in_sample
2011-07-18,EURUSD,short,W,1,2011-W29,in_sample
2011-07-28,XAUUSD,long,L,-1,2011-W30,in_sample
2011-07-28,XAUUSD,long,L,-1,2011-W30,in_sample
2011-08-03,EURUSD,short,L,-1,2011-W31,in_sample
2011-08-03,EURUSD,short,BE,0,2011-W31,in_sample
2011-08-12,EURUSD,short,L,-1,2011-W32,in_sample
2011-08-15,XAUUSD,long,L,-1,2011-W33,in_sample
2011-08-17,XAUUSD,long,W,1,2011-W33,in_sample
2011-08-24,EURUSD,short,L,-1,2011-W34,in_sample
2011-08-24,EURUSD,short,L,-1,2011-W34,in_sample
2011-08-25,EURUSD,short,L,-1,2011-W34,in_sample
2011-08-25,EURUSD,short,L,-1,2011-W34,in_sample
2011-08-31,ES1!,long,BE,0,2011-W35,in_sample
2011-08-31,EURUSD,short,W,1,2011-W35,in_sample
2011-09-02,XAUUSD,long,W,1,2011-W35,in_sample
2011-09-09,ES1!,short,W,1,2011-W36,in_sample
2011-09-09,NK2251!,short,W,1,2011-W36,in_sample
2011-09-09,Z1!,short,W,1,2011-W36,in_sample
2011-09-12,ES1!,short,W,1,2011-W37,in_sample
2011-09-12,XAUUSD,short,BE,0,2011-W37,in_sample
2011-09-13,XAUUSD,short,BE,0,2011-W37,in_sample
2011-09-14,EURUSD,short,W,1,2011-W37,in_sample
2011-09-15,XAUUSD,short,W,1,2011-W37,in_sample
2011-09-15,Z1!,short,L,-1,2011-W37,in_sample
2011-09-20,XAUUSD,short,L,-1,2011-W38,in_sample
2011-09-21,EURUSD,short,L,-1,2011-W38,in_sample
2011-09-21,NK2251!,short,W,1,2011-W38,in_sample
2011-09-21,XAUUSD,short,W,1,2011-W38,in_sample
2011-09-22,XAUUSD,short,BE,0,2011-W38,in_sample
2011-09-23,EURUSD,short,W,1,2011-W38,in_sample
2011-09-26,EURUSD,short,BE,0,2011-W39,in_sample
2011-09-28,NK2251!,short,W,1,2011-W39,in_sample
2011-09-28,XAUUSD,short,W,1,2011-W39,in_sample
2011-09-28,Z1!,short,W,1,2011-W39,in_sample
2011-09-29,EURUSD,long,W,1,2011-W39,in_sample
2011-09-29,Z1!,short,W,1,2011-W39,in_sample
2011-09-30,EURUSD,long,L,-1,2011-W39,in_sample
2011-09-30,XAUUSD,short,L,-1,2011-W39,in_sample
2011-10-04,Z1!,short,BE,0,2011-W40,in_sample
2011-10-04,Z1!,short,W,1,2011-W40,in_sample
2011-10-05,EURUSD,short,L,-1,2011-W40,in_sample
2011-10-06,EURUSD,short,L,-1,2011-W40,in_sample
2011-10-07,NK2251!,short,L,-1,2011-W40,in_sample
2011-10-07,XAUUSD,short,W,1,2011-W40,in_sample
2011-10-09,EURUSD,short,L,-1,2011-W40,in_sample
2011-10-11,XAUUSD,long,W,1,2011-W41,in_sample
2011-10-12,EURUSD,long,W,1,2011-W41,in_sample
2011-10-12,XAUUSD,long,W,1,2011-W41,in_sample
2011-10-12,XAUUSD,long,W,1,2011-W41,in_sample
2011-10-12,Z1!,long,BE,0,2011-W41,in_sample
2011-10-14,ES1!,long,W,1,2011-W41,in_sample
2011-10-14,EURUSD,long,W,1,2011-W41,in_sample
2011-10-14,EURUSD,long,W,1,2011-W41,in_sample
2011-10-19,FDAX1!,short,W,1,2011-W42,in_sample
2011-10-19,Z1!,short,W,1,2011-W42,in_sample
2011-10-20,EURUSD,short,W,1,2011-W42,in_sample
2011-10-20,FDAX1!,short,BE,0,2011-W42,in_sample
2011-10-21,ES1!,long,BE,0,2011-W42,in_sample
2011-10-24,XAUUSD,short,L,-1,2011-W43,in_sample
2011-10-26,EURUSD,long,BE,0,2011-W43,in_sample
2011-10-26,EURUSD,long,BE,0,2011-W43,in_sample
2011-10-26,FDAX1!,long,L,-1,2011-W43,in_sample
2011-10-26,NK2251!,short,L,-1,2011-W43,in_sample
2011-10-26,NQ1!,long,W,1,2011-W43,in_sample
2011-10-27,ES1!,long,W,1,2011-W43,in_sample
2011-10-27,NQ1!,long,W,1,2011-W43,in_sample
2011-10-31,NK2251!,long,W,1,2011-W44,in_sample
2011-11-02,NQ1!,short,BE,0,2011-W44,in_sample
2011-11-03,EURUSD,short,L,-1,2011-W44,in_sample
2011-11-03,XAUUSD,short,L,-1,2011-W44,in_sample
2011-11-04,FDAX1!,short,W,1,2011-W44,in_sample
2011-11-06,XAUUSD,long,W,1,2011-W44,in_sample
2011-11-07,Z1!,short,L,-1,2011-W45,in_sample
2011-11-08,EURUSD,long,W,1,2011-W45,in_sample
2011-11-08,EURUSD,long,L,-1,2011-W45,in_sample
2011-11-08,NK2251!,short,W,1,2011-W45,in_sample
2011-11-09,FDAX1!,short,BE,0,2011-W45,in_sample
2011-11-09,XAUUSD,long,L,-1,2011-W45,in_sample
2011-11-10,XAUUSD,long,L,-1,2011-W45,in_sample
2011-11-11,XAUUSD,short,L,-1,2011-W45,in_sample
2011-11-15,ES1!,short,L,-1,2011-W46,in_sample
2011-11-15,EURUSD,short,W,1,2011-W46,in_sample
2011-11-15,EURUSD,short,W,1,2011-W46,in_sample
2011-11-15,FDAX1!,short,L,-1,2011-W46,in_sample
2011-11-15,NQ1!,long,W,1,2011-W46,in_sample
2011-11-15,XAUUSD,short,W,1,2011-W46,in_sample
2011-11-16,ES1!,short,W,1,2011-W46,in_sample
2011-11-16,FDAX1!,short,W,1,2011-W46,in_sample
2011-11-16,XAUUSD,short,W,1,2011-W46,in_sample
2011-11-16,XAUUSD,short,W,1,2011-W46,in_sample
2011-11-16,XAUUSD,short,W,1,2011-W46,in_sample
2011-11-17,ES1!,short,W,1,2011-W46,in_sample
2011-11-17,FDAX1!,short,W,1,2011-W46,in_sample
2011-11-17,FDAX1!,short,W,1,2011-W46,in_sample
2011-11-17,XAUUSD,short,W,1,2011-W46,in_sample
2011-11-17,Z1!,short,W,1,2011-W46,in_sample
2011-11-17,Z1!,short,W,1,2011-W46,in_sample
2011-11-17,Z1!,short,W,1,2011-W46,in_sample
2011-11-18,Z1!,short,L,-1,2011-W46,in_sample
2011-11-21,FDAX1!,short,W,1,2011-W47,in_sample
2011-11-21,XAUUSD,short,W,1,2011-W47,in_sample
2011-11-21,Z1!,short,W,1,2011-W47,in_sample
2011-11-23,EURUSD,short,W,1,2011-W47,in_sample
2011-11-23,XAUUSD,short,L,-1,2011-W47,in_sample
2011-11-24,XAUUSD,short,W,1,2011-W47,in_sample
2011-11-25,XAUUSD,short,L,-1,2011-W47,in_sample
2011-11-28,FDAX1!,short,L,-1,2011-W48,in_sample
2011-11-29,EURUSD,short,L,-1,2011-W48,in_sample
2011-11-29,XAUUSD,short,L,-1,2011-W48,in_sample
2011-11-30,FDAX1!,short,W,1,2011-W48,in_sample
2011-12-02,EURUSD,long,L,-1,2011-W48,in_sample
2011-12-05,NQ1!,long,W,1,2011-W49,in_sample
2011-12-05,NQ1!,long,W,1,2011-W49,in_sample
2011-12-06,NK2251!,long,W,1,2011-W49,in_sample
2011-12-07,NQ1!,long,L,-1,2011-W49,in_sample
2011-12-09,XAUUSD,short,L,-1,2011-W49,in_sample
2011-12-12,EURUSD,short,W,1,2011-W50,in_sample
2011-12-12,EURUSD,short,W,1,2011-W50,in_sample
2011-12-12,XAUUSD,short,W,1,2011-W50,in_sample
2011-12-13,ES1!,short,W,1,2011-W50,in_sample
2011-12-13,NK2251!,short,BE,0,2011-W50,in_sample
2011-12-13,NQ1!,short,W,1,2011-W50,in_sample
2011-12-13,NQ1!,short,BE,0,2011-W50,in_sample
2011-12-13,Z1!,short,W,1,2011-W50,in_sample
2011-12-14,Z1!,short,W,1,2011-W50,in_sample
2011-12-19,ES1!,short,W,1,2011-W51,in_sample
2011-12-19,ES1!,short,BE,0,2011-W51,in_sample
2011-12-19,FDAX1!,short,W,1,2011-W51,in_sample
2011-12-19,NQ1!,short,BE,0,2011-W51,in_sample
2011-12-20,XAUUSD,long,W,1,2011-W51,in_sample
2011-12-22,ES1!,long,W,1,2011-W51,in_sample
2011-12-22,EURUSD,long,W,1,2011-W51,in_sample
2011-12-22,EURUSD,long,L,-1,2011-W51,in_sample
2011-12-22,NQ1!,long,W,1,2011-W51,in_sample
2011-12-22,NQ1!,long,W,1,2011-W51,in_sample
2011-12-22,XAUUSD,long,L,-1,2011-W51,in_sample
2011-12-22,Z1!,long,BE,0,2011-W51,in_sample
2011-12-23,EURUSD,short,W,1,2011-W51,in_sample
2011-12-23,NQ1!,long,L,-1,2011-W51,in_sample
2011-12-23,NQ1!,long,W,1,2011-W51,in_sample
2011-12-28,EURUSD,short,W,1,2011-W52,in_sample
2011-12-28,EURUSD,short,W,1,2011-W52,in_sample
2011-12-29,FDAX1!,long,W,1,2011-W52,in_sample
2011-12-29,NQ1!,long,W,1,2011-W52,in_sample
2011-12-30,NQ1!,long,L,-1,2011-W52,in_sample
2012-01-02,EURUSD,short,L,-1,2012-W01,in_sample
2012-01-03,NQ1!,long,W,1,2012-W01,in_sample
2012-01-06,ES1!,long,BE,0,2012-W01,in_sample
2012-01-06,FDAX1!,long,L,-1,2012-W01,in_sample
2012-01-09,ES1!,long,W,1,2012-W02,in_sample
2012-01-10,ES1!,long,W,1,2012-W02,in_sample
2012-01-10,NK2251!,long,L,-1,2012-W02,in_sample
2012-01-10,XAUUSD,short,L,-1,2012-W02,in_sample
2012-01-12,ES1!,long,W,1,2012-W02,in_sample
2012-01-12,FDAX1!,long,W,1,2012-W02,in_sample
2012-01-12,NK2251!,long,L,-1,2012-W02,in_sample
2012-01-12,Z1!,long,L,-1,2012-W02,in_sample
2012-01-13,XAUUSD,short,L,-1,2012-W02,in_sample
2012-01-18,ES1!,long,L,-1,2012-W03,in_sample
2012-01-18,NQ1!,long,BE,0,2012-W03,in_sample
2012-01-19,XAUUSD,long,W,1,2012-W03,in_sample
2012-01-19,XAUUSD,long,BE,0,2012-W03,in_sample
2012-01-20,XAUUSD,long,L,-1,2012-W03,in_sample
2012-01-20,Z1!,long,BE,0,2012-W03,in_sample
2012-01-24,NQ1!,long,W,1,2012-W04,in_sample
2012-01-25,ES1!,short,W,1,2012-W04,in_sample
2012-01-25,FDAX1!,short,L,-1,2012-W04,in_sample
2012-01-26,NQ1!,long,BE,0,2012-W04,in_sample
2012-01-27,EURUSD,long,W,1,2012-W04,in_sample
2012-01-27,EURUSD,long,BE,0,2012-W04,in_sample
2012-01-27,NQ1!,long,W,1,2012-W04,in_sample
2012-01-27,NQ1!,long,L,-1,2012-W04,in_sample
2012-01-31,NK2251!,short,L,-1,2012-W05,in_sample
2012-02-01,NQ1!,long,W,1,2012-W05,in_sample
2012-02-01,XAUUSD,long,W,1,2012-W05,in_sample
2012-02-02,NK2251!,short,L,-1,2012-W05,in_sample
2012-02-03,ES1!,long,W,1,2012-W05,in_sample
2012-02-03,EURUSD,long,L,-1,2012-W05,in_sample
2012-02-09,ES1!,long,BE,0,2012-W06,in_sample
2012-02-09,XAUUSD,long,W,1,2012-W06,in_sample
2012-02-12,NQ1!,long,W,1,2012-W06,in_sample
2012-02-14,ES1!,short,L,-1,2012-W07,in_sample
2012-02-17,ES1!,short,L,-1,2012-W07,in_sample
2012-02-17,Z1!,long,L,-1,2012-W07,in_sample
2012-02-21,XAUUSD,short,L,-1,2012-W08,in_sample
2012-02-22,NK2251!,long,BE,0,2012-W08,in_sample
2012-02-22,NK2251!,long,W,1,2012-W08,in_sample
2012-02-23,ES1!,long,L,-1,2012-W08,in_sample
2012-02-23,FDAX1!,long,L,-1,2012-W08,in_sample
2012-02-23,NQ1!,short,BE,0,2012-W08,in_sample
2012-02-23,Z1!,long,L,-1,2012-W08,in_sample
2012-02-24,Z1!,long,BE,0,2012-W08,in_sample
2012-02-28,EURUSD,long,L,-1,2012-W09,in_sample
2012-02-28,FDAX1!,short,W,1,2012-W09,in_sample
2012-02-28,XAUUSD,long,BE,0,2012-W09,in_sample
2012-02-29,Z1!,short,W,1,2012-W09,in_sample
2012-03-01,ES1!,long,W,1,2012-W09,in_sample
2012-03-01,NQ1!,long,W,1,2012-W09,in_sample
2012-03-05,XAUUSD,long,L,-1,2012-W10,in_sample
2012-03-06,EURUSD,short,W,1,2012-W10,in_sample
2012-03-06,XAUUSD,short,W,1,2012-W10,in_sample
2012-03-12,ES1!,short,L,-1,2012-W11,in_sample
2012-03-12,ES1!,short,L,-1,2012-W11,in_sample
2012-03-13,NK2251!,long,W,1,2012-W11,in_sample
2012-03-15,ES1!,long,BE,0,2012-W11,in_sample
2012-03-16,XAUUSD,short,W,1,2012-W11,in_sample
2012-03-16,Z1!,long,W,1,2012-W11,in_sample
2012-03-19,NQ1!,long,BE,0,2012-W12,in_sample
2012-03-21,EURUSD,long,W,1,2012-W12,in_sample
2012-03-21,XAUUSD,long,L,-1,2012-W12,in_sample
2012-03-21,XAUUSD,long,L,-1,2012-W12,in_sample
2012-03-22,ES1!,short,W,1,2012-W12,in_sample
2012-03-22,ES1!,short,W,1,2012-W12,in_sample
2012-03-22,XAUUSD,long,L,-1,2012-W12,in_sample
2012-03-28,ES1!,long,L,-1,2012-W13,in_sample
2012-03-28,EURUSD,long,W,1,2012-W13,in_sample
2012-04-02,EURUSD,long,L,-1,2012-W14,in_sample
2012-04-02,EURUSD,long,L,-1,2012-W14,in_sample
2012-04-02,NQ1!,short,W,1,2012-W14,in_sample
2012-04-03,EURUSD,long,W,1,2012-W14,in_sample
2012-04-08,EURUSD,short,W,1,2012-W14,in_sample
2012-04-10,ES1!,short,L,-1,2012-W15,in_sample
2012-04-10,XAUUSD,short,W,1,2012-W15,in_sample
2012-04-10,Z1!,short,W,1,2012-W15,in_sample
2012-04-11,EURUSD,long,W,1,2012-W15,in_sample
2012-04-11,EURUSD,long,BE,0,2012-W15,in_sample
2012-04-12,XAUUSD,short,L,-1,2012-W15,in_sample
2012-04-17,Z1!,long,W,1,2012-W16,in_sample
2012-04-18,XAUUSD,short,W,1,2012-W16,in_sample
2012-04-19,XAUUSD,short,L,-1,2012-W16,in_sample
2012-04-23,ES1!,short,W,1,2012-W17,in_sample
2012-04-24,EURUSD,long,W,1,2012-W17,in_sample
2012-04-24,EURUSD,long,W,1,2012-W17,in_sample
2012-04-25,EURUSD,long,W,1,2012-W17,in_sample
2012-04-25,FDAX1!,short,L,-1,2012-W17,in_sample
2012-04-25,XAUUSD,short,L,-1,2012-W17,in_sample
2012-04-25,XAUUSD,short,W,1,2012-W17,in_sample
2012-05-01,ES1!,long,W,1,2012-W18,in_sample
2012-05-03,Z1!,long,L,-1,2012-W18,in_sample
2012-05-04,EURUSD,short,W,1,2012-W18,in_sample
2012-05-09,FDAX1!,short,L,-1,2012-W19,in_sample
2012-05-11,XAUUSD,short,W,1,2012-W19,in_sample
2012-05-13,ES1!,short,BE,0,2012-W19,in_sample
2012-05-15,ES1!,short,W,1,2012-W20,in_sample
2012-05-15,FDAX1!,short,BE,0,2012-W20,in_sample
2012-05-15,FDAX1!,short,BE,0,2012-W20,in_sample
2012-05-18,XAUUSD,short,L,-1,2012-W20,in_sample
2012-05-21,EURUSD,short,W,1,2012-W21,in_sample
2012-05-22,EURUSD,short,W,1,2012-W21,in_sample
2012-05-22,XAUUSD,short,W,1,2012-W21,in_sample
2012-05-22,XAUUSD,short,W,1,2012-W21,in_sample
2012-05-23,FDAX1!,short,L,-1,2012-W21,in_sample
2012-05-23,XAUUSD,short,W,1,2012-W21,in_sample
2012-05-24,ES1!,long,BE,0,2012-W21,in_sample
2012-05-24,ES1!,long,BE,0,2012-W21,in_sample
2012-05-24,FDAX1!,short,L,-1,2012-W21,in_sample
2012-05-24,NQ1!,short,L,-1,2012-W21,in_sample
2012-05-25,ES1!,long,BE,0,2012-W21,in_sample
2012-05-25,EURUSD,short,L,-1,2012-W21,in_sample
2012-05-25,EURUSD,short,BE,0,2012-W21,in_sample
2012-05-28,NK2251!,short,L,-1,2012-W22,in_sample
2012-05-28,NK2251!,short,L,-1,2012-W22,in_sample
2012-05-29,ES1!,long,BE,0,2012-W22,in_sample
2012-05-29,Z1!,long,W,1,2012-W22,in_sample
2012-05-31,FDAX1!,short,BE,0,2012-W22,in_sample
2012-05-31,FDAX1!,short,BE,0,2012-W22,in_sample
2012-06-01,ES1!,short,W,1,2012-W22,in_sample
2012-06-01,XAUUSD,short,L,-1,2012-W22,in_sample
2012-06-01,Z1!,short,W,1,2012-W22,in_sample
2012-06-05,XAUUSD,long,L,-1,2012-W23,in_sample
2012-06-06,XAUUSD,long,W,1,2012-W23,in_sample
2012-06-08,ES1!,long,W,1,2012-W23,in_sample
2012-06-11,XAUUSD,short,L,-1,2012-W24,in_sample
2012-06-12,NK2251!,long,W,1,2012-W24,in_sample
2012-06-14,FDAX1!,short,L,-1,2012-W24,in_sample
2012-06-14,NK2251!,long,W,1,2012-W24,in_sample
2012-06-17,NK2251!,long,BE,0,2012-W24,in_sample
2012-06-18,XAUUSD,short,W,1,2012-W25,in_sample
2012-06-19,EURUSD,long,L,-1,2012-W25,in_sample
2012-06-19,Z1!,long,W,1,2012-W25,in_sample
2012-06-19,Z1!,long,W,1,2012-W25,in_sample
2012-06-20,EURUSD,long,L,-1,2012-W25,in_sample
2012-06-20,XAUUSD,short,W,1,2012-W25,in_sample
2012-06-21,XAUUSD,short,W,1,2012-W25,in_sample
2012-06-22,XAUUSD,short,L,-1,2012-W25,in_sample
2012-06-25,ES1!,short,W,1,2012-W26,in_sample
2012-06-25,EURUSD,short,W,1,2012-W26,in_sample
2012-06-25,EURUSD,short,W,1,2012-W26,in_sample
2012-06-25,NQ1!,short,W,1,2012-W26,in_sample
2012-06-27,EURUSD,short,W,1,2012-W26,in_sample
2012-06-27,XAUUSD,short,L,-1,2012-W26,in_sample
2012-06-27,Z1!,short,L,-1,2012-W26,in_sample
2012-06-28,ES1!,short,W,1,2012-W26,in_sample
2012-06-28,NQ1!,short,W,1,2012-W26,in_sample
2012-06-28,XAUUSD,short,BE,0,2012-W26,in_sample
2012-07-02,XAUUSD,short,L,-1,2012-W27,in_sample
2012-07-03,ES1!,long,W,1,2012-W27,in_sample
2012-07-03,EURUSD,long,L,-1,2012-W27,in_sample
2012-07-05,XAUUSD,long,L,-1,2012-W27,in_sample
2012-07-05,XAUUSD,long,L,-1,2012-W27,in_sample
2012-07-10,NQ1!,short,L,-1,2012-W28,in_sample
2012-07-11,FDAX1!,long,L,-1,2012-W28,in_sample
2012-07-11,XAUUSD,short,W,1,2012-W28,in_sample
2012-07-11,Z1!,short,L,-1,2012-W28,in_sample
2012-07-11,Z1!,short,L,-1,2012-W28,in_sample
2012-07-12,FDAX1!,long,W,1,2012-W28,in_sample
2012-07-12,Z1!,short,BE,0,2012-W28,in_sample
2012-07-13,FDAX1!,long,W,1,2012-W28,in_sample
2012-07-16,ES1!,short,L,-1,2012-W29,in_sample
2012-07-16,ES1!,short,W,1,2012-W29,in_sample
2012-07-16,FDAX1!,long,W,1,2012-W29,in_sample
2012-07-16,NQ1!,short,L,-1,2012-W29,in_sample
2012-07-16,NQ1!,short,AMBIG,,2012-W29,in_sample
2012-07-16,Z1!,short,L,-1,2012-W29,in_sample
2012-07-17,FDAX1!,long,W,1,2012-W29,in_sample
2012-07-17,XAUUSD,long,BE,0,2012-W29,in_sample
2012-07-17,Z1!,short,L,-1,2012-W29,in_sample
2012-07-17,Z1!,short,L,-1,2012-W29,in_sample
2012-07-18,FDAX1!,long,W,1,2012-W29,in_sample
2012-07-18,NK2251!,long,BE,0,2012-W29,in_sample
2012-07-20,XAUUSD,short,L,-1,2012-W29,in_sample
2012-07-23,XAUUSD,short,BE,0,2012-W30,in_sample
2012-07-24,EURUSD,short,W,1,2012-W30,in_sample
2012-07-24,FDAX1!,long,L,-1,2012-W30,in_sample
2012-07-26,Z1!,short,L,-1,2012-W30,in_sample
2012-07-31,XAUUSD,long,L,-1,2012-W31,in_sample
2012-08-01,ES1!,short,BE,0,2012-W31,in_sample
2012-08-01,EURUSD,short,W,1,2012-W31,in_sample
2012-08-01,NQ1!,long,L,-1,2012-W31,in_sample
2012-08-01,XAUUSD,long,L,-1,2012-W31,in_sample
2012-08-02,XAUUSD,long,L,-1,2012-W31,in_sample
2012-08-06,XAUUSD,long,W,1,2012-W32,in_sample
2012-08-07,XAUUSD,long,L,-1,2012-W32,in_sample
2012-08-09,ES1!,long,W,1,2012-W32,in_sample
2012-08-09,NQ1!,long,BE,0,2012-W32,in_sample
2012-08-09,XAUUSD,long,L,-1,2012-W32,in_sample
2012-08-09,XAUUSD,long,L,-1,2012-W32,in_sample
2012-08-10,EURUSD,short,W,1,2012-W32,in_sample
2012-08-10,XAUUSD,long,L,-1,2012-W32,in_sample
2012-08-10,XAUUSD,long,L,-1,2012-W32,in_sample
2012-08-13,ES1!,long,BE,0,2012-W33,in_sample
2012-08-13,NQ1!,long,BE,0,2012-W33,in_sample
2012-08-13,XAUUSD,long,L,-1,2012-W33,in_sample
2012-08-15,EURUSD,short,W,1,2012-W33,in_sample
2012-08-15,FDAX1!,long,W,1,2012-W33,in_sample
2012-08-15,NK2251!,long,W,1,2012-W33,in_sample
2012-08-16,ES1!,long,W,1,2012-W33,in_sample
2012-08-16,EURUSD,short,L,-1,2012-W33,in_sample
2012-08-16,FDAX1!,long,W,1,2012-W33,in_sample
2012-08-16,XAUUSD,long,L,-1,2012-W33,in_sample
2012-08-16,XAUUSD,long,W,1,2012-W33,in_sample
2012-08-16,Z1!,long,L,-1,2012-W33,in_sample
2012-08-17,EURUSD,short,L,-1,2012-W33,in_sample
2012-08-17,XAUUSD,long,L,-1,2012-W33,in_sample
2012-08-17,XAUUSD,long,L,-1,2012-W33,in_sample
2012-08-20,XAUUSD,long,W,1,2012-W34,in_sample
2012-08-21,XAUUSD,long,W,1,2012-W34,in_sample
2012-08-21,XAUUSD,long,W,1,2012-W34,in_sample
2012-08-28,FDAX1!,short,W,1,2012-W35,in_sample
2012-08-29,ES1!,short,L,-1,2012-W35,in_sample
2012-08-29,ES1!,short,L,-1,2012-W35,in_sample
2012-08-29,FDAX1!,short,L,-1,2012-W35,in_sample
2012-08-30,EURUSD,long,L,-1,2012-W35,in_sample
2012-08-30,FDAX1!,short,BE,0,2012-W35,in_sample
2012-08-30,XAUUSD,long,L,-1,2012-W35,in_sample
2012-09-11,NK2251!,long,W,1,2012-W37,in_sample
2012-09-11,NQ1!,long,L,-1,2012-W37,in_sample
2012-09-11,XAUUSD,long,W,1,2012-W37,in_sample
2012-09-11,XAUUSD,long,W,1,2012-W37,in_sample
2012-09-12,ES1!,long,BE,0,2012-W37,in_sample
2012-09-12,NQ1!,long,L,-1,2012-W37,in_sample
2012-09-12,Z1!,short,L,-1,2012-W37,in_sample
2012-09-13,XAUUSD,long,L,-1,2012-W37,in_sample
2012-09-13,XAUUSD,long,L,-1,2012-W37,in_sample
2012-09-18,XAUUSD,long,W,1,2012-W38,in_sample
2012-09-19,NK2251!,long,W,1,2012-W38,in_sample
2012-09-19,NQ1!,long,BE,0,2012-W38,in_sample
2012-09-19,XAUUSD,long,BE,0,2012-W38,in_sample
2012-09-20,FDAX1!,long,W,1,2012-W38,in_sample
2012-09-21,FDAX1!,long,BE,0,2012-W38,in_sample
2012-09-21,XAUUSD,long,W,1,2012-W38,in_sample
2012-09-24,EURUSD,short,BE,0,2012-W39,in_sample
2012-09-24,XAUUSD,long,L,-1,2012-W39,in_sample
2012-09-24,Z1!,short,W,1,2012-W39,in_sample
2012-09-25,ES1!,long,L,-1,2012-W39,in_sample
2012-09-26,XAUUSD,short,W,1,2012-W39,in_sample
2012-09-26,Z1!,short,BE,0,2012-W39,in_sample
2012-09-27,EURUSD,short,BE,0,2012-W39,in_sample
2012-09-28,ES1!,short,W,1,2012-W39,in_sample
2012-09-28,ES1!,short,W,1,2012-W39,in_sample
2012-09-28,NQ1!,short,W,1,2012-W39,in_sample
2012-10-02,ES1!,short,L,-1,2012-W40,in_sample
2012-10-04,EURUSD,long,W,1,2012-W40,in_sample
2012-10-04,Z1!,long,BE,0,2012-W40,in_sample
2012-10-05,FDAX1!,long,W,1,2012-W40,in_sample
2012-10-09,XAUUSD,short,W,1,2012-W41,in_sample
2012-10-10,EURUSD,short,W,1,2012-W41,in_sample
2012-10-12,ES1!,short,W,1,2012-W41,in_sample
2012-10-12,Z1!,short,W,1,2012-W41,in_sample
2012-10-19,Z1!,long,L,-1,2012-W42,in_sample
2012-10-22,EURUSD,long,W,1,2012-W43,in_sample
2012-10-23,Z1!,long,L,-1,2012-W43,in_sample
2012-10-25,NK2251!,long,BE,0,2012-W43,in_sample
2012-10-26,FDAX1!,long,W,1,2012-W43,in_sample
2012-10-28,EURUSD,short,W,1,2012-W43,in_sample
2012-10-29,EURUSD,short,L,-1,2012-W44,in_sample
2012-10-29,NQ1!,short,W,1,2012-W44,in_sample
2012-10-30,FDAX1!,long,W,1,2012-W44,in_sample
2012-10-30,FDAX1!,long,BE,0,2012-W44,in_sample
2012-10-30,XAUUSD,long,W,1,2012-W44,in_sample
2012-10-31,XAUUSD,long,W,1,2012-W44,in_sample
2012-11-01,ES1!,long,W,1,2012-W44,in_sample
2012-11-02,EURUSD,short,W,1,2012-W44,in_sample
2012-11-02,EURUSD,short,W,1,2012-W44,in_sample
2012-11-05,ES1!,long,W,1,2012-W45,in_sample
2012-11-05,Z1!,long,W,1,2012-W45,in_sample
2012-11-07,ES1!,long,BE,0,2012-W45,in_sample
2012-11-08,XAUUSD,long,W,1,2012-W45,in_sample
2012-11-12,NQ1!,short,W,1,2012-W46,in_sample
