date,instrument,direction,outcome,R_result,iso_week,sample
2015-11-24,NQ1!,long,L,-1,2015-W48,in_sample
2015-11-24,Z1!,long,L,-1,2015-W48,in_sample
2015-11-25,NK2251!,long,W,1,2015-W48,in_sample
2015-11-25,XAUUSD,short,W,1,2015-W48,in_sample
2015-11-25,Z1!,long,W,1,2015-W48,in_sample
2015-11-26,Z1!,long,AMBIG,,2015-W48,in_sample
2015-11-27,XAUUSD,short,W,1,2015-W48,in_sample
2015-11-27,XAUUSD,short,W,1,2015-W48,in_sample
2015-11-27,XAUUSD,short,BE,0,2015-W48,in_sample
2015-11-30,ES1!,long,L,-1,2015-W49,in_sample
2015-11-30,EURUSD,short,BE,0,2015-W49,in_sample
2015-11-30,EURUSD,short,BE,0,2015-W49,in_sample
2015-11-30,FDAX1!,long,BE,0,2015-W49,in_sample
2015-11-30,NQ1!,long,L,-1,2015-W49,in_sample
2015-12-01,ES1!,short,W,1,2015-W49,in_sample
2015-12-01,Z1!,long,BE,0,2015-W49,in_sample
2015-12-01,Z1!,long,W,1,2015-W49,in_sample
2015-12-02,XAUUSD,short,W,1,2015-W49,in_sample
2015-12-03,NQ1!,long,W,1,2015-W49,in_sample
2015-12-07,NQ1!,short,AMBIG,,2015-W50,in_sample
2015-12-08,EURUSD,long,W,1,2015-W50,in_sample
2015-12-08,NK2251!,short,W,1,2015-W50,in_sample
2015-12-08,XAUUSD,long,W,1,2015-W50,in_sample
2015-12-08,Z1!,short,BE,0,2015-W50,in_sample
2015-12-09,EURUSD,long,W,1,2015-W50,in_sample
2015-12-09,NQ1!,short,W,1,2015-W50,in_sample
2015-12-09,XAUUSD,long,L,-1,2015-W50,in_sample
2015-12-09,XAUUSD,long,W,1,2015-W50,in_sample
2015-12-09,XAUUSD,long,L,-1,2015-W50,in_sample
2015-12-10,ES1!,short,L,-1,2015-W50,in_sample
2015-12-11,EURUSD,long,W,1,2015-W50,in_sample
2015-12-11,FDAX1!,short,W,1,2015-W50,in_sample
2015-12-14,EURUSD,long,BE,0,2015-W51,in_sample
2015-12-15,ES1!,short,L,-1,2015-W51,in_sample
2015-12-17,XAUUSD,short,W,1,2015-W51,in_sample
2015-12-17,Z1!,short,W,1,2015-W51,in_sample
2015-12-17,Z1!,short,W,1,2015-W51,in_sample
2015-12-18,NQ1!,short,W,1,2015-W51,in_sample
2015-12-18,Z1!,short,L,-1,2015-W51,in_sample
2015-12-18,Z1!,short,W,1,2015-W51,in_sample
2015-12-22,NK2251!,short,L,-1,2015-W52,in_sample
2015-12-22,NK2251!,short,L,-1,2015-W52,in_sample
2015-12-22,XAUUSD,long,L,-1,2015-W52,in_sample
2015-12-28,XAUUSD,short,W,1,2015-W53,in_sample
2015-12-29,NK2251!,long,W,1,2015-W53,in_sample
2016-01-05,Z1!,long,L,-1,2016-W01,in_sample
2016-01-05,Z1!,long,L,-1,2016-W01,in_sample
2016-01-06,EURUSD,short,L,-1,2016-W01,in_sample
2016-01-08,EURUSD,long,W,1,2016-W01,in_sample
2016-01-14,EURUSD,long,L,-1,2016-W02,in_sample
2016-01-14,XAUUSD,short,W,1,2016-W02,in_sample
2016-01-15,EURUSD,long,BE,0,2016-W02,in_sample
2016-01-19,EURUSD,long,L,-1,2016-W03,in_sample
2016-01-19,FDAX1!,short,W,1,2016-W03,in_sample
2016-01-22,XAUUSD,long,W,1,2016-W03,in_sample
2016-01-25,ES1!,short,W,1,2016-W04,in_sample
2016-01-25,NK2251!,short,W,1,2016-W04,in_sample
2016-01-25,NQ1!,long,L,-1,2016-W04,in_sample
2016-01-26,NK2251!,short,L,-1,2016-W04,in_sample
2016-01-27,NQ1!,short,L,-1,2016-W04,in_sample
2016-01-27,Z1!,long,W,1,2016-W04,in_sample
2016-01-29,XAUUSD,short,L,-1,2016-W04,in_sample
2016-02-01,EURUSD,long,W,1,2016-W05,in_sample
2016-02-03,EURUSD,long,W,1,2016-W05,in_sample
2016-02-03,NQ1!,long,W,1,2016-W05,in_sample
2016-02-03,XAUUSD,long,BE,0,2016-W05,in_sample
2016-02-05,Z1!,short,W,1,2016-W05,in_sample
2016-02-08,ES1!,long,L,-1,2016-W06,in_sample
2016-02-08,Z1!,short,W,1,2016-W06,in_sample
2016-02-10,XAUUSD,long,W,1,2016-W06,in_sample
2016-02-11,EURUSD,long,W,1,2016-W06,in_sample
2016-02-11,EURUSD,long,BE,0,2016-W06,in_sample
2016-02-17,XAUUSD,long,L,-1,2016-W07,in_sample
2016-02-18,NK2251!,short,W,1,2016-W07,in_sample
2016-02-19,NK2251!,short,L,-1,2016-W07,in_sample
2016-02-19,Z1!,long,L,-1,2016-W07,in_sample
2016-02-22,EURUSD,short,W,1,2016-W08,in_sample
2016-02-23,FDAX1!,long,L,-1,2016-W08,in_sample
2016-02-23,XAUUSD,long,W,1,2016-W08,in_sample
2016-02-23,Z1!,long,L,-1,2016-W08,in_sample
2016-02-23,Z1!,long,L,-1,2016-W08,in_sample
2016-02-24,XAUUSD,long,W,1,2016-W08,in_sample
2016-02-25,EURUSD,short,L,-1,2016-W08,in_sample
2016-02-25,NQ1!,short,L,-1,2016-W08,in_sample
2016-02-25,XAUUSD,long,L,-1,2016-W08,in_sample
2016-02-29,FDAX1!,short,L,-1,2016-W09,in_sample
2016-03-01,ES1!,long,W,1,2016-W09,in_sample
2016-03-01,NQ1!,long,W,1,2016-W09,in_sample
2016-03-02,XAUUSD,long,W,1,2016-W09,in_sample
2016-03-03,XAUUSD,long,W,1,2016-W09,in_sample
2016-03-04,NQ1!,long,W,1,2016-W09,in_sample
2016-03-04,Z1!,long,AMBIG,,2016-W09,in_sample
2016-03-08,XAUUSD,long,L,-1,2016-W10,in_sample
2016-03-10,ES1!,long,W,1,2016-W10,in_sample
2016-03-10,ES1!,long,W,1,2016-W10,in_sample
2016-03-10,FDAX1!,long,BE,0,2016-W10,in_sample
2016-03-10,Z1!,long,L,-1,2016-W10,in_sample
2016-03-15,Z1!,short,W,1,2016-W11,in_sample
2016-03-16,Z1!,short,L,-1,2016-W11,in_sample
2016-03-21,ES1!,long,W,1,2016-W12,in_sample
2016-03-21,Z1!,short,L,-1,2016-W12,in_sample
2016-03-22,XAUUSD,long,W,1,2016-W12,in_sample
2016-03-22,Z1!,short,W,1,2016-W12,in_sample
2016-03-24,XAUUSD,short,W,1,2016-W12,in_sample
2016-03-29,ES1!,short,L,-1,2016-W13,in_sample
2016-03-29,ES1!,short,L,-1,2016-W13,in_sample
2016-03-29,FDAX1!,long,W,1,2016-W13,in_sample
2016-03-31,NK2251!,long,L,-1,2016-W13,in_sample
2016-03-31,XAUUSD,long,W,1,2016-W13,in_sample
2016-04-01,XAUUSD,long,L,-1,2016-W13,in_sample
2016-04-04,Z1!,long,W,1,2016-W14,in_sample
2016-04-06,NQ1!,long,W,1,2016-W14,in_sample
2016-04-07,ES1!,short,W,1,2016-W14,in_sample
2016-04-07,NQ1!,long,L,-1,2016-W14,in_sample
2016-04-07,Z1!,short,L,-1,2016-W14,in_sample
2016-04-08,EURUSD,long,W,1,2016-W14,in_sample
2016-04-08,EURUSD,long,W,1,2016-W14,in_sample
2016-04-11,EURUSD,long,L,-1,2016-W15,in_sample
2016-04-11,EURUSD,long,L,-1,2016-W15,in_sample
2016-04-11,NK2251!,long,W,1,2016-W15,in_sample
2016-04-11,NQ1!,short,BE,0,2016-W15,in_sample
2016-04-12,EURUSD,long,W,1,2016-W15,in_sample
2016-04-12,EURUSD,long,BE,0,2016-W15,in_sample
2016-04-12,NK2251!,long,W,1,2016-W15,in_sample
2016-04-18,XAUUSD,short,AMBIG,,2016-W16,in_sample
2016-04-18,Z1!,long,W,1,2016-W16,in_sample
2016-04-19,Z1!,long,W,1,2016-W16,in_sample
2016-04-25,ES1!,long,W,1,2016-W17,in_sample
2016-04-26,ES1!,long,L,-1,2016-W17,in_sample
2016-04-26,ES1!,long,L,-1,2016-W17,in_sample
2016-04-26,EURUSD,short,L,-1,2016-W17,in_sample
2016-04-26,NK2251!,long,L,-1,2016-W17,in_sample
2016-04-26,XAUUSD,short,L,-1,2016-W17,in_sample
2016-04-27,ES1!,long,L,-1,2016-W17,in_sample
2016-04-27,Z1!,short,L,-1,2016-W17,in_sample
2016-05-03,XAUUSD,long,L,-1,2016-W18,in_sample
2016-05-04,NQ1!,short,W,1,2016-W18,in_sample
2016-05-04,NQ1!,short,BE,0,2016-W18,in_sample
2016-05-04,Z1!,short,W,1,2016-W18,in_sample
2016-05-05,Z1!,short,AMBIG,,2016-W18,in_sample
2016-05-05,Z1!,short,BE,0,2016-W18,in_sample
2016-05-06,Z1!,short,W,1,2016-W18,in_sample
2016-05-06,Z1!,short,AMBIG,,2016-W18,in_sample
2016-05-10,EURUSD,short,L,-1,2016-W19,in_sample
2016-05-10,Z1!,long,W,1,2016-W19,in_sample
2016-05-17,EURUSD,short,L,-1,2016-W20,in_sample
2016-05-17,FDAX1!,long,L,-1,2016-W20,in_sample
2016-05-18,ES1!,short,L,-1,2016-W20,in_sample
2016-05-18,ES1!,short,L,-1,2016-W20,in_sample
2016-05-18,FDAX1!,long,W,1,2016-W20,in_sample
2016-05-18,NQ1!,short,L,-1,2016-W20,in_sample
2016-05-20,Z1!,long,L,-1,2016-W20,in_sample
2016-05-23,Z1!,long,L,-1,2016-W21,in_sample
2016-05-23,Z1!,long,L,-1,2016-W21,in_sample
2016-05-24,FDAX1!,long,W,1,2016-W21,in_sample
2016-05-24,FDAX1!,long,BE,0,2016-W21,in_sample
2016-05-24,Z1!,long,W,1,2016-W21,in_sample
2016-05-26,XAUUSD,short,L,-1,2016-W21,in_sample
2016-05-27,EURUSD,short,W,1,2016-W21,in_sample
2016-05-27,XAUUSD,short,W,1,2016-W21,in_sample
2016-05-31,NQ1!,long,BE,0,2016-W22,in_sample
2016-05-31,XAUUSD,short,L,-1,2016-W22,in_sample
2016-05-31,Z1!,long,BE,0,2016-W22,in_sample
2016-06-02,ES1!,long,BE,0,2016-W22,in_sample
2016-06-03,EURUSD,long,L,-1,2016-W22,in_sample
2016-06-03,EURUSD,long,L,-1,2016-W22,in_sample
2016-06-03,NQ1!,short,L,-1,2016-W22,in_sample
2016-06-03,NQ1!,short,L,-1,2016-W22,in_sample
2016-06-08,EURUSD,long,W,1,2016-W23,in_sample
2016-06-14,EURUSD,short,W,1,2016-W24,in_sample
2016-06-21,ES1!,long,W,1,2016-W25,in_sample
2016-06-22,EURUSD,long,W,1,2016-W25,in_sample
2016-06-22,NQ1!,long,W,1,2016-W25,in_sample
2016-06-23,ES1!,long,W,1,2016-W25,in_sample
2016-06-23,ES1!,long,BE,0,2016-W25,in_sample
2016-06-23,EURUSD,long,W,1,2016-W25,in_sample
2016-06-23,NQ1!,long,L,-1,2016-W25,in_sample
2016-06-23,NQ1!,long,BE,0,2016-W25,in_sample
2016-06-30,EURUSD,short,L,-1,2016-W26,in_sample
2016-06-30,EURUSD,short,W,1,2016-W26,in_sample
2016-06-30,FDAX1!,short,L,-1,2016-W26,in_sample
2016-07-01,NQ1!,short,W,1,2016-W26,in_sample
2016-07-04,EURUSD,short,L,-1,2016-W27,in_sample
2016-07-05,XAUUSD,long,BE,0,2016-W27,in_sample
2016-07-06,ES1!,short,L,-1,2016-W27,in_sample
2016-07-06,ES1!,short,L,-1,2016-W27,in_sample
2016-07-06,EURUSD,short,L,-1,2016-W27,in_sample
2016-07-06,NQ1!,short,L,-1,2016-W27,in_sample
2016-07-08,EURUSD,short,W,1,2016-W27,in_sample
2016-07-08,XAUUSD,long,AMBIG,,2016-W27,in_sample
2016-07-12,EURUSD,short,L,-1,2016-W28,in_sample
2016-07-13,EURUSD,short,L,-1,2016-W28,in_sample
2016-07-14,ES1!,long,W,1,2016-W28,in_sample
2016-07-15,EURUSD,short,W,1,2016-W28,in_sample
2016-07-15,EURUSD,short,W,1,2016-W28,in_sample
2016-07-15,NQ1!,long,L,-1,2016-W28,in_sample
2016-07-19,EURUSD,short,W,1,2016-W29,in_sample
2016-07-19,EURUSD,short,L,-1,2016-W29,in_sample
2016-07-19,XAUUSD,long,W,1,2016-W29,in_sample
2016-07-19,Z1!,short,L,-1,2016-W29,in_sample
2016-07-19,Z1!,short,L,-1,2016-W29,in_sample
2016-07-20,EURUSD,short,L,-1,2016-W29,in_sample
2016-07-20,EURUSD,short,L,-1,2016-W29,in_sample
2016-07-20,XAUUSD,long,BE,0,2016-W29,in_sample
2016-07-20,XAUUSD,long,BE,0,2016-W29,in_sample
2016-07-21,EURUSD,short,L,-1,2016-W29,in_sample
2016-07-22,EURUSD,short,L,-1,2016-W29,in_sample
2016-07-22,NK2251!,long,L,-1,2016-W29,in_sample
2016-07-22,Z1!,long,L,-1,2016-W29,in_sample
2016-07-24,NK2251!,long,L,-1,2016-W29,in_sample
2016-07-25,FDAX1!,long,W,1,2016-W30,in_sample
2016-07-25,XAUUSD,short,W,1,2016-W30,in_sample
2016-07-25,XAUUSD,short,L,-1,2016-W30,in_sample
2016-07-26,NQ1!,long,W,1,2016-W30,in_sample
2016-07-27,EURUSD,short,L,-1,2016-W30,in_sample
2016-07-27,Z1!,long,W,1,2016-W30,in_sample
2016-07-29,XAUUSD,long,BE,0,2016-W30,in_sample
2016-08-01,Z1!,long,W,1,2016-W31,in_sample
2016-08-02,EURUSD,long,W,1,2016-W31,in_sample
2016-08-02,XAUUSD,long,W,1,2016-W31,in_sample
2016-08-04,ES1!,short,L,-1,2016-W31,in_sample
2016-08-08,NQ1!,long,W,1,2016-W32,in_sample
2016-08-09,ES1!,long,W,1,2016-W32,in_sample
2016-08-09,NQ1!,long,W,1,2016-W32,in_sample
2016-08-10,ES1!,long,L,-1,2016-W32,in_sample
2016-08-10,ES1!,long,W,1,2016-W32,in_sample
2016-08-12,XAUUSD,long,W,1,2016-W32,in_sample
2016-08-15,XAUUSD,long,W,1,2016-W33,in_sample
2016-08-17,XAUUSD,long,AMBIG,,2016-W33,in_sample
2016-08-19,ES1!,short,W,1,2016-W33,in_sample
2016-08-19,NQ1!,short,W,1,2016-W33,in_sample
2016-08-19,NQ1!,short,L,-1,2016-W33,in_sample
2016-08-22,Z1!,short,AMBIG,,2016-W34,in_sample
2016-08-23,EURUSD,long,W,1,2016-W34,in_sample
2016-08-24,FDAX1!,short,W,1,2016-W34,in_sample
2016-08-24,XAUUSD,short,W,1,2016-W34,in_sample
2016-08-25,EURUSD,long,W,1,2016-W34,in_sample
2016-08-25,EURUSD,long,L,-1,2016-W34,in_sample
2016-08-26,EURUSD,long,AMBIG,,2016-W34,in_sample
2016-08-26,FDAX1!,short,L,-1,2016-W34,in_sample
2016-08-26,FDAX1!,short,L,-1,2016-W34,in_sample
2016-08-29,FDAX1!,short,L,-1,2016-W35,in_sample
2016-08-30,NQ1!,short,W,1,2016-W35,in_sample
2016-08-31,ES1!,short,W,1,2016-W35,in_sample
2016-08-31,NQ1!,short,W,1,2016-W35,in_sample
2016-08-31,Z1!,short,L,-1,2016-W35,in_sample
2016-09-01,ES1!,short,BE,0,2016-W35,in_sample
2016-09-01,XAUUSD,short,BE,0,2016-W35,in_sample
2016-09-02,FDAX1!,long,L,-1,2016-W35,in_sample
2016-09-05,EURUSD,short,L,-1,2016-W36,in_sample
2016-09-07,FDAX1!,long,BE,0,2016-W36,in_sample
2016-09-08,Z1!,long,W,1,2016-W36,in_sample
2016-09-13,ES1!,short,W,1,2016-W37,in_sample
2016-09-13,EURUSD,short,L,-1,2016-W37,in_sample
2016-09-13,NQ1!,short,W,1,2016-W37,in_sample
2016-09-13,NQ1!,short,W,1,2016-W37,in_sample
2016-09-14,ES1!,short,W,1,2016-W37,in_sample
2016-09-14,ES1!,short,L,-1,2016-W37,in_sample
2016-09-14,NK2251!,short,W,1,2016-W37,in_sample
2016-09-15,EURUSD,short,W,1,2016-W37,in_sample
2016-09-15,XAUUSD,short,L,-1,2016-W37,in_sample
2016-09-16,ES1!,short,W,1,2016-W37,in_sample
2016-09-16,EURUSD,short,W,1,2016-W37,in_sample
2016-09-20,EURUSD,short,L,-1,2016-W38,in_sample
2016-09-20,XAUUSD,short,L,-1,2016-W38,in_sample
2016-09-21,ES1!,long,L,-1,2016-W38,in_sample
2016-09-23,EURUSD,short,L,-1,2016-W38,in_sample
2016-09-23,XAUUSD,long,W,1,2016-W38,in_sample
2016-09-27,EURUSD,short,W,1,2016-W39,in_sample
2016-09-27,NQ1!,long,W,1,2016-W39,in_sample
2016-09-28,ES1!,short,L,-1,2016-W39,in_sample
2016-09-28,EURUSD,short,W,1,2016-W39,in_sample
2016-09-28,FDAX1!,long,W,1,2016-W39,in_sample
2016-09-28,FDAX1!,long,L,-1,2016-W39,in_sample
2016-09-28,NK2251!,short,L,-1,2016-W39,in_sample
2016-09-28,NQ1!,long,L,-1,2016-W39,in_sample
2016-09-28,Z1!,long,W,1,2016-W39,in_sample
2016-09-28,Z1!,long,W,1,2016-W39,in_sample
2016-09-29,NQ1!,long,L,-1,2016-W39,in_sample
2016-09-29,Z1!,long,L,-1,2016-W39,in_sample
2016-09-29,Z1!,long,L,-1,2016-W39,in_sample
2016-09-30,EURUSD,short,L,-1,2016-W39,in_sample
2016-09-30,EURUSD,short,W,1,2016-W39,in_sample
2016-09-30,NQ1!,long,L,-1,2016-W39,in_sample
2016-10-03,ES1!,short,W,1,2016-W40,in_sample
2016-10-03,EURUSD,short,W,1,2016-W40,in_sample
2016-10-03,EURUSD,short,W,1,2016-W40,in_sample
2016-10-03,NK2251!,long,L,-1,2016-W40,in_sample
2016-10-03,NK2251!,long,W,1,2016-W40,in_sample
2016-10-03,Z1!,long,W,1,2016-W40,in_sample
2016-10-04,ES1!,short,L,-1,2016-W40,in_sample
2016-10-04,EURUSD,short,BE,0,2016-W40,in_sample
2016-10-04,EURUSD,short,L,-1,2016-W40,in_sample
2016-10-04,NQ1!,long,L,-1,2016-W40,in_sample
2016-10-04,NQ1!,long,L,-1,2016-W40,in_sample
2016-10-05,NQ1!,long,W,1,2016-W40,in_sample
2016-10-06,ES1!,short,W,1,2016-W40,in_sample
2016-10-06,EURUSD,short,W,1,2016-W40,in_sample
2016-10-06,EURUSD,short,W,1,2016-W40,in_sample
2016-10-06,Z1!,long,L,-1,2016-W40,in_sample
2016-10-07,NQ1!,long,L,-1,2016-W40,in_sample
2016-10-07,Z1!,long,L,-1,2016-W40,in_sample
2016-10-10,FDAX1!,long,W,1,2016-W41,in_sample
2016-10-11,ES1!,short,BE,0,2016-W41,in_sample
2016-10-11,XAUUSD,short,L,-1,2016-W41,in_sample
2016-10-12,XAUUSD,short,L,-1,2016-W41,in_sample
2016-10-13,EURUSD,short,BE,0,2016-W41,in_sample
2016-10-14,NQ1!,short,L,-1,2016-W41,in_sample
2016-10-16,NK2251!,short,L,-1,2016-W41,in_sample
2016-10-17,ES1!,long,L,-1,2016-W42,in_sample
2016-10-17,NK2251!,short,L,-1,2016-W42,in_sample
2016-10-17,Z1!,short,W,1,2016-W42,in_sample
2016-10-17,Z1!,short,L,-1,2016-W42,in_sample
2016-10-18,ES1!,long,W,1,2016-W42,in_sample
2016-10-18,ES1!,long,W,1,2016-W42,in_sample
2016-10-19,ES1!,long,BE,0,2016-W42,in_sample
2016-10-19,EURUSD,short,BE,0,2016-W42,in_sample
2016-10-19,NQ1!,short,L,-1,2016-W42,in_sample
2016-10-20,NQ1!,short,L,-1,2016-W42,in_sample
2016-10-24,ES1!,long,W,1,2016-W43,in_sample
2016-10-24,EURUSD,short,L,-1,2016-W43,in_sample
2016-10-24,NK2251!,long,W,1,2016-W43,in_sample
2016-10-24,XAUUSD,long,L,-1,2016-W43,in_sample
2016-10-25,EURUSD,short,BE,0,2016-W43,in_sample
2016-10-26,Z1!,short,W,1,2016-W43,in_sample
2016-10-27,ES1!,long,W,1,2016-W43,in_sample
2016-10-27,NQ1!,long,W,1,2016-W43,in_sample
2016-10-27,XAUUSD,long,W,1,2016-W43,in_sample
2016-10-27,XAUUSD,long,W,1,2016-W43,in_sample
2016-10-28,EURUSD,long,W,1,2016-W43,in_sample
2016-10-28,EURUSD,long,W,1,2016-W43,in_sample
2016-10-28,EURUSD,long,W,1,2016-W43,in_sample
2016-10-28,FDAX1!,short,BE,0,2016-W43,in_sample
2016-11-01,Z1!,short,W,1,2016-W44,in_sample
2016-11-04,EURUSD,long,BE,0,2016-W44,in_sample
2016-11-04,XAUUSD,long,L,-1,2016-W44,in_sample
2016-11-08,Z1!,short,L,-1,2016-W45,in_sample
2016-11-14,FDAX1!,long,W,1,2016-W46,in_sample
2016-11-15,ES1!,long,BE,0,2016-W46,in_sample
2016-11-15,ES1!,long,BE,0,2016-W46,in_sample
2016-11-16,EURUSD,short,BE,0,2016-W46,in_sample
2016-11-17,XAUUSD,long,L,-1,2016-W46,in_sample
2016-11-17,Z1!,long,L,-1,2016-W46,in_sample
2016-11-21,EURUSD,short,L,-1,2016-W47,in_sample
2016-11-22,Z1!,long,L,-1,2016-W47,in_sample
2016-11-22,Z1!,long,L,-1,2016-W47,in_sample
2016-11-23,ES1!,long,BE,0,2016-W47,in_sample
2016-11-23,Z1!,long,L,-1,2016-W47,in_sample
2016-11-24,Z1!,long,L,-1,2016-W47,in_sample
2016-11-24,Z1!,long,L,-1,2016-W47,in_sample
2016-11-25,EURUSD,short,L,-1,2016-W47,in_sample
2016-11-25,NQ1!,long,L,-1,2016-W47,in_sample
2016-11-25,Z1!,long,L,-1,2016-W47,in_sample
2016-11-28,NQ1!,long,W,1,2016-W48,in_sample
2016-11-29,EURUSD,long,L,-1,2016-W48,in_sample
2016-11-29,NK2251!,long,W,1,2016-W48,in_sample
2016-11-29,NQ1!,long,W,1,2016-W48,in_sample
2016-11-30,EURUSD,long,L,-1,2016-W48,in_sample
2016-11-30,FDAX1!,short,W,1,2016-W48,in_sample
2016-11-30,NK2251!,long,W,1,2016-W48,in_sample
2016-12-01,NK2251!,long,W,1,2016-W48,in_sample
2016-12-02,XAUUSD,short,W,1,2016-W48,in_sample
2016-12-05,NK2251!,long,L,-1,2016-W49,in_sample
2016-12-06,NK2251!,long,W,1,2016-W49,in_sample
2016-12-06,Z1!,short,L,-1,2016-W49,in_sample
2016-12-06,Z1!,short,W,1,2016-W49,in_sample
2016-12-07,NK2251!,long,W,1,2016-W49,in_sample
2016-12-07,NK2251!,long,W,1,2016-W49,in_sample
2016-12-08,NK2251!,long,BE,0,2016-W49,in_sample
2016-12-12,ES1!,long,L,-1,2016-W50,in_sample
2016-12-13,XAUUSD,short,W,1,2016-W50,in_sample
2016-12-13,XAUUSD,short,L,-1,2016-W50,in_sample
2016-12-13,Z1!,long,W,1,2016-W50,in_sample
2016-12-14,XAUUSD,short,L,-1,2016-W50,in_sample
2016-12-14,XAUUSD,short,BE,0,2016-W50,in_sample
2016-12-14,Z1!,long,L,-1,2016-W50,in_sample
2016-12-15,Z1!,long,L,-1,2016-W50,in_sample
2016-12-19,ES1!,long,L,-1,2016-W51,in_sample
2016-12-19,ES1!,long,W,1,2016-W51,in_sample
2016-12-20,ES1!,long,BE,0,2016-W51,in_sample
2016-12-20,EURUSD,short,W,1,2016-W51,in_sample
2016-12-20,NK2251!,long,W,1,2016-W51,in_sample
2016-12-20,XAUUSD,short,W,1,2016-W51,in_sample
2016-12-22,XAUUSD,short,L,-1,2016-W51,in_sample
2016-12-27,ES1!,long,W,1,2016-W52,in_sample
2016-12-27,ES1!,long,W,1,2016-W52,in_sample
2016-12-27,NQ1!,short,L,-1,2016-W52,in_sample
2016-12-28,FDAX1!,short,W,1,2016-W52,in_sample
2016-12-30,FDAX1!,short,BE,0,2016-W52,in_sample
2016-12-30,NK2251!,short,L,-1,2016-W52,in_sample
2017-01-06,ES1!,long,L,-1,2017-W01,in_sample
2017-01-06,EURUSD,short,AMBIG,,2017-W01,in_sample
2017-01-06,FDAX1!,long,L,-1,2017-W01,in_sample
2017-01-06,NK2251!,long,W,1,2017-W01,in_sample
2017-01-06,Z1!,long,W,1,2017-W01,in_sample
2017-01-06,Z1!,long,BE,0,2017-W01,in_sample
2017-01-09,XAUUSD,long,BE,0,2017-W02,in_sample
2017-01-10,NQ1!,long,L,-1,2017-W02,in_sample
2017-01-11,EURUSD,long,L,-1,2017-W02,in_sample
2017-01-11,FDAX1!,short,L,-1,2017-W02,in_sample
2017-01-11,FDAX1!,short,W,1,2017-W02,in_sample
2017-01-16,XAUUSD,long,W,1,2017-W03,in_sample
2017-01-17,EURUSD,long,W,1,2017-W03,in_sample
2017-01-18,NQ1!,long,W,1,2017-W03,in_sample
2017-01-19,ES1!,long,L,-1,2017-W03,in_sample
2017-01-19,ES1!,long,L,-1,2017-W03,in_sample
2017-01-19,NQ1!,long,BE,0,2017-W03,in_sample
2017-01-19,NQ1!,long,BE,0,2017-W03,in_sample
2017-01-20,EURUSD,long,W,1,2017-W03,in_sample
2017-01-20,EURUSD,long,W,1,2017-W03,in_sample
2017-01-20,Z1!,short,W,1,2017-W03,in_sample
2017-01-23,ES1!,long,W,1,2017-W04,in_sample
2017-01-23,FDAX1!,short,L,-1,2017-W04,in_sample
2017-01-26,EURUSD,short,W,1,2017-W04,in_sample
2017-01-27,NQ1!,long,L,-1,2017-W04,in_sample
2017-01-31,FDAX1!,long,L,-1,2017-W05,in_sample
2017-02-02,ES1!,short,L,-1,2017-W05,in_sample
2017-02-02,NQ1!,short,L,-1,2017-W05,in_sample
2017-02-06,NQ1!,short,L,-1,2017-W06,in_sample
2017-02-06,NQ1!,short,L,-1,2017-W06,in_sample
2017-02-06,XAUUSD,long,BE,0,2017-W06,in_sample
2017-02-07,Z1!,long,AMBIG,,2017-W06,in_sample
2017-02-08,ES1!,short,L,-1,2017-W06,in_sample
2017-02-08,FDAX1!,short,L,-1,2017-W06,in_sample
2017-02-10,EURUSD,short,W,1,2017-W06,in_sample
2017-02-14,NK2251!,long,W,1,2017-W07,in_sample
2017-02-15,NK2251!,long,L,-1,2017-W07,in_sample
2017-02-15,XAUUSD,short,W,1,2017-W07,in_sample
2017-02-16,ES1!,long,L,-1,2017-W07,in_sample
2017-02-17,ES1!,long,W,1,2017-W07,in_sample
2017-02-20,NK2251!,long,W,1,2017-W08,in_sample
2017-02-21,NK2251!,long,W,1,2017-W08,in_sample
2017-02-21,NQ1!,long,BE,0,2017-W08,in_sample
2017-02-22,XAUUSD,long,L,-1,2017-W08,in_sample
2017-02-22,Z1!,long,W,1,2017-W08,in_sample
2017-02-22,Z1!,long,W,1,2017-W08,in_sample
2017-02-23,XAUUSD,long,W,1,2017-W08,in_sample
2017-02-27,EURUSD,long,W,1,2017-W09,in_sample
2017-02-27,NK2251!,long,L,-1,2017-W09,in_sample
2017-02-27,XAUUSD,long,W,1,2017-W09,in_sample
2017-02-28,NK2251!,long,W,1,2017-W09,in_sample
2017-02-28,NQ1!,short,L,-1,2017-W09,in_sample
2017-03-06,NQ1!,short,BE,0,2017-W10,in_sample
2017-03-07,NK2251!,short,W,1,2017-W10,in_sample
2017-03-08,Z1!,long,W,1,2017-W10,in_sample
2017-03-09,EURUSD,long,AMBIG,,2017-W10,in_sample
2017-03-09,FDAX1!,long,W,1,2017-W10,in_sample
2017-03-10,EURUSD,long,W,1,2017-W10,in_sample
2017-03-10,EURUSD,long,AMBIG,,2017-W10,in_sample
2017-03-10,FDAX1!,long,L,-1,2017-W10,in_sample
2017-03-13,FDAX1!,long,L,-1,2017-W11,in_sample
2017-03-13,XAUUSD,short,L,-1,2017-W11,in_sample
2017-03-14,EURUSD,long,L,-1,2017-W11,in_sample
2017-03-14,XAUUSD,short,L,-1,2017-W11,in_sample
2017-03-15,NQ1!,long,W,1,2017-W11,in_sample
2017-03-15,NQ1!,long,BE,0,2017-W11,in_sample
2017-03-15,Z1!,long,BE,0,2017-W11,in_sample
